,message,HateSpeech
6884,"Wo auch immer in d. EU, od. auf der Welt jemand eine andere Meinung hat, ""mischt"" sich unsere Regierung ein u. daran ist Putin nicht schuld😜",0
6885, Och Mann ey - ich hab nur die Eigenschaft des Nichthellseins benannt. Schwarze ist auch nicht recht. Übrigens habe ich nichts gegen die. Meine Lieblingskünstler sind alle nicht hellhaeutig. |LBR| Warum sind alle immer so empfindlich?  Bei Weißen darf man hingegen Dunkeldeutsche sagen,0
6886,"_MadBunny   _putin    _       _silve     @_macmike  _Franz  Ich seh das auch differenzierter, es war nur die kurzmöglichste Zusammenfassung.",0
6887,_Sellner  Wie dämlich müssen erst die Sesselfurzer sein wenn sie den Unterschied von 17 und 32 Jahren nicht erkennen....?,1
6888," Habt ihr immer noch nicht verstanden das der Krieg gegen die Deutschen schon begonnen hat, das gehört zum Plan, es gibt genügend Hinweise das diese Leute absichtlich bewaffnet werden um solche Anschläge auszuführen",1
6889, Also ich lese auf dem Plakat Lichter Markt. Wasn nu??,0
6890,"Rund 200-300 Demonstrierende bei pro-palästinensischer Kundgebung am #Washingtonplatz. Alles halbwegs ruhig, keine auffälligen Flaggen. #berlin",0
6891,"Die #AfD, ihre lupenreinen faschistoiden Politiker &amp; die zahlreichen deutschen Sympathisanten werden in #Deutschland immer lauter. Ein Richter aus #Dresden (Parteimitglied) beleidigte den Sohn von Boris #Becker als »Halbneger« &amp; es gibt sogar dafür Befürworter. #noAfD #FCKAfD",1
6892, _kupeli Siegmar Gabriel... und IHR wollt eine neue #GroKo??,0
6893,"_Gruenen    Die allerwichtigste Frage ist doch, ""Wie entsorge ich die Grünen""! - Einfach nicht wählen! Die Chancen stehen gut!!!!",1
6894, wer Demonstranten nicht angreift dem passiert auch nix.,0
6895,_Geld Nicht Berlin steht im Mittelpunkt sondern Deutschland ist das Vergewaltigungs-Land in Europa...!,0
6896," Bzgl. Doppelmoral ist man in D ganz groß dabei - Beitz von Kinderpornos ist ja auch nicht schlimm, wie die Filme zustande kommen, interessiert keinen.",0
6897,    Ich würde gerne weiter diskutieren muss aber morgen früh raus vllt ein ander mal,0
6898," Hetze der öffentlich- rechtlichen gegen Trump, zum kotzen diese verlogenen Vasallen Merkels!!!",1
6899," Geografie 6 ,setzen. |LBR| Lybien gehört zu Afrika",0
6900,  Das sehe ich auch so....Hilfe nur dem der sich selbst helfen kann..! |LBR| Es wird sich bald einstellen das unsere Polizei bei Verbrechen garnicht anreisen wird....bald,0
6901,"  Bei denen ist nichts zu retten. Dumpfnazitum gibt es da, also Assis, die sich beim Fußball prügeln und antisemitische Parolen brüllen. Die vaterlosen deutschen Jungen lassen sich derweil von Salafisten anwerben. #Kulturpessimismus 😥",0
6902,😂😂😂wie sie versuchen im Takt zu tanzen....,0
6903,"  Die gesamten Nullen der Altparteien, sind nur noch ein Merkel-Wahlzirkus! |LBR| Nur Posten zählen! Deutschlands Bürger interessieren denen einen Scheiß!",1
6904,  Ich wünschte AfD wäre schon soweit große Verantwortungen zu übernehmen.... |LBR| Ich wünschte ich würde meinen Wunsch nicht bereuen....!,0
6905,Antrag 29 wird an die Rechtskommission überwiesen - #aksynode16,0
6906," Eine Partei ohne Rückgrat die auf das Votum der Wählerschaft Schei ...t, und sich gerade selbst zerlegt. Der Wähler vergisst nicht!!!!!!",1
6907,"Da sieht man, dass Schulz 2x sitzen geblieben ist. Er irrt, wenn er glaubt, |LBR| dass die Flüchtlinge nach Osteuropa gehen. Sie wollen -Deutsch.",1
6908,Die neue Pampers Werbung. |LBR| Nur Kinder von Invasoren die man uns dort zeigt. |LBR| Ich würde keine Pampers kaufen. |LBR| Deutsche sollten nur deutsche Produkte kaufen. |LBR| Und deutsche Werbung.,1
6909," _Weidel   Hört sich an als hättest du einen Ratschlag für mich...?...was meinst, stehe ich etwa auf verlorenem Posten..?",0
6910,"#Dieselgipfel Verursacherprinzip muss gelten: Nicht Verbraucher, Konzerne müssen die Kosten tragen. (3)",0
6911,_Antje  Österreicher haben diesen Kurz...diesen Schnösel...der auch noch gute Politik macht..! |LBR| Sehr zum Leidwesen der deutschen Politiker die daran gemessen werden...😃,0
6912,_aus_Cux Wenn du meinst hab besseres vor als mich über Geschlechter zu unterhalten schönen tag noch,0
6913, Das ist großer Unsinn. X-mal haben wir die Wahl eines SPD-Kanzlers angeboten.,0
6914," Lieber Herr Neumann,war gerade offline, als ihre Nachricht kam;hoffe, das Bild ist jetzt angekommen &amp; o.k. Herzlich ",0
6915, Wir haben diesen Ausruf bei unseren Beobachtungen der vergangenen Tage weder auf Deutsch noch auf Arabisch gehört.,0
6916,Gerade wieder ne Diskussion mit nen linken...,0
6917, _Freiheit Und wir-das Volk- sollten und müssten unsere Zustimmung geben....das verstehe ich unter einer Bereicherung...!,0
6918,"Wie es mit der  weiter geht, hängt keineswegs allein davon ab, ob wir regieren oder nicht. Entscheidend ist, ob wir die richtigen Antworten haben auf die Fragen unserer Zeit. Deswegen ist #SPDerneuern so wichtig. Freue mich auf Tag 2 beim #spdbt17.",0
6919,"Pünktlich zum Wahlkampfauftakt ermittelt der ""Brüsseler Sumpf"" gg. Schulz 😜 Brücke bauen, 100TSD Kühe rüber und zuscheißen dieses ""Nest"" 🤢",1
6920,Younower zu werden ist der finale schritt um ein Hurensohn zu werden,1
6921,"  Ja. Wenn ich Geld hätte,  würde ich ein Heim bauen für all die Assikinder. Mit geregelten Mahlzeiten, Tischgebet, Hausmusik, Frühsport, Gartenarbeiten...",0
6922,"   Die Propaganda gegen die AfD ist mit Worten nicht mehr zu beschreiben, die Systemmedien zusammen mit den Meinungsforschungsinstituten übertreffen sich gegenseitig",0
6923, Merkel will Deutschland vernichten und wir labern über Klimawandel!,0
6924,Jetzt hört doch auf mit dem 2-maligen Sitzenbleiber Schulz. Der ist doch ein |LBR| unwürdiger Kanzlerkandidat. Jagt ihn davon.,1
6925, ohne Quellen oder Statistiken sind diese Menschen hoffnungslos aufgeschmissen da sie nicht in der Lage sind selber zu denken.,0
6926,_Geld Schon wieder eine Lüge..... nur 213..?? |LBR| Es sind doch eher 213 tausend...oder mehr,0
6927,Kurdischer Aktivist Abdullah S. in Düsseldorf nach 129b zu 6 Jahren Haft verurteilt! weil seine Aktivität als PKK-Aktivität ausgelegt wird,0
6928,_Krug So dumm wie Gutmenschen halt sind!,1
6929,"   Dieses verlogene unechte Surfen auf dem von oben vorgegeben,  vom Volk mit gerechtfertigtem Argwohn beäugten, #Europawahn kotzt mich dermaßen ab. Ging mir schon vor drei Jahren so, als #Merkel wie bescheuert damit begann",0
6930,Der #Islam gehört zu Deutschland |LBR| heißt auch |LBR| Der #Terror gehört zu Deutschland |LBR| Danke Fr #Merkel für diese Errungenschaft,1
6931,"_peter Wow, was für ein Beweis! Dass es bei Statistiken Ausreißer nach unten und oben gibt, ist Ihnen aber schon bekannt? Wenn bei allen alles gleich wäre, bräuchte man keine Statistiken. Abgesehen davon: Warum Ihre Missgunst, dass diese Familie nun wieder vereint ist?",0
6932,"   Eine Partei in der #AfD-Mitglieder SS-Verbrecher verherrlichen (#Magdeburg), #Holocaust-Leugner relativieren (#Höcke über #Havermann), oder lupenreinen #Antisemitismus verbreiten (#Gedeon ist weiter Mitglied) kann keine Partei für uns #Juden sein. Die #LuegenAfD ist abzulehnen!",1
6933,"Die Regierungen Polens, Ungarns usw. handeln im Interesse d. Bürger u. stemmen sich gegen d. zu Scheitern verurteilte Gleichmacherei der EU😜",0
6934," Wie wäre es mit #HamburgPride? Haben wir in den letzten Jahren genutzt, passt auch dieses Jahr wieder. :)",0
6935, Lauter linke Ararchisten die sich hier zu Wort melden!,1
6936,"  _heini Wer das glaubt, mit Respekt, der hat das Gehirn einer Stubenfliege.",1
6937,"   Da ich nun die  eine Weile kenne, kann ich versichern: Sie hetzt nie. Ich weiß nicht, was Sie da rauslesen. Sie ist anderer Meinung, das darf sie Ich bin es auch. Ist jetzt mal gut lieber Herr ",0
6938,#Altkatholisch|e #Synode diskutiert über ethische Kriterien bei Frage der Anlage-Richtlinien für die Gemeinden - #aksynode #aksynode16,0
6939," Hi, wir weisen nur auf die Wahlürfsteine hin, wir haben sie nicht gemacht und auch nicht verschickt.",0
6940,Von wegen übertriebener Polizeigewalt. Die Polizei muss in Zukunft |LBR| viel härter vorgehen. Aus Maul hauen und dann verhaften.,1
6941," Hmmm. Wenn ich es richtig sehe, bestreitet niemand das Problem einer Lücke bei gesicherter Kapazität in den 20ern... CL",0
6942,Im Auto auf dem weg nach Karlsruhe und das Pressehandy klingelt in einer Tour. Läuft :-),0
6943,   😂😂 |LBR| Wie die SPD ler bei Erdogan und anderen Terror Türken,1
6944,  Auf des deutschen Steuerzahlers Kosten!,0
6945,"   Genau wie fast alle Türkei-Gefangenen mit deutschen Pass (Sind für mich keine Deutschen), sind Türken und unterstehen türkischer Justiz!",0
6946,_Support Das fällt nicht unter die Zuständigkeit der Rauten-Merkel!🤷‍♀️,0
6947,  Würde ich als Merkel Vasall  jetzt auch so sagen!!,1
6948,"_    Ach ja, Böhmermann, sich wie immer primitiv in Szene setzen wollen 🤢 etwas mehr Niveau wäre gut 😜",0
6949,_Pasemann  Nicht mehr mein Land. Nicht mehr meine Bundeswehr. Nicht mein Kanzler... usw.,0
6950,"Schlesien,Pommern und Ostpreußen sind deutsch und werden es immer sein",1
6951,"  Für mich alten ""Ossi"" ist der BER ein Gradmesser für das Niveau von Bundespolitik und -wirtschaft 😂😂😂",0
6952,_Pasemann   Hilfe....bin ich froh das diese keine Deutschen sind...!!,0
6953,Aber ihr dürft jetzt schonmal mit uns feiern! Nach kurzem Überfliegen haben wir gewonnen!!,0
6954, Ich war zu Zeiten des kalten Krieges 1979 bei der BW. Damals war es noch eine Armee. Heute lacht die Welt über den Verein. Leider!!,0
6955, Die Bilder der indentifizierbaren Chaoten sollten auf einer Fahndungs-Plattform im Internet veröffentlicht werden!,0
6956,"Wenn der DEUTSCHE BÜRGER sich erstmal wieder seines Wertes bewußt wird, dann werden ein paar Säue durchs Ländle getrieben und zwar linksrum!",1
6957, Sollte im Bundestag gezeigt werden dann werden vielleicht einige außer Merkel wach Bei Merkel ist Hopfen und Malz verloren.,0
6958,Heute vor 100 Jahren konnte #Finnland seine Unabhängigkeit erklären - und zwar erst dank der russischen Revolution. #Onnittelut!,0
6959,"Sippenhaftung. Alles, was mit Islamismus zu tun hat -- aus Europa |LBR| davonjagen---.Sofort. Wie damals die Türken im 17. Jh. vor Wien.",1
6960,Herzlichen Dank an alle Paketboten. Gerade der letzte Karton eingetroffen. |LBR| Frohe Weihnachten 🎅,0
6961,Übrigens auch neben #ehefueralle eine sehr passende Botschaft zum #csdberlin. Allen Teilnehmerinnen und Teilnehmern heute viel Spaß. #csd,0
6962,   So erging es mir damals mit der CDU....zu meiner Entschuldigung: nach Schröder hätte ich alles gewählt..!!,0
6963," Wir suchen jemanden, der uns einen CSD-Bericht für unser CSD-Diary schreibt. (oder auch Bilder) Hat jemand von Euch Interesse?",0
6964," Würde gern ""gefällt mir"" klicken, aber keine Urlaubstage haben, gefällt mir gar nicht ;-)",0
6965,"Bleibe skeptisch mit Blick auf mögliche große Koalition.Will, dass wir harte Verhandlungen führen+SPD Mitglieder über Endergebnis entscheiden.Aber andere politische Konstellationen sind gegen fast alle Verbesserungen,die wir schon jetzt für Arbeitnehmer+Familien erreicht haben.",0
6966,"_Robin  Kompliment, dass Sie für mehr E-mobility arbeiten! Ich werbe seit 5 Jahren dafür. Brauchen E-Cars für Städte!",0
6967,"Klar ist: Wer als Flüchtling nur vorübergehend in Deutschland bleibt, kann nicht seine Familie nachholen.",0
6968,#Yücel von mir aus kann er in der Türkei die Todesstrafe bekommen was redet Wallraff für ein Scheiß? |LBR| Yücel einer der größten deutschhasser. |LBR| #lanz,1
6969," Je öfter er im TV erscheint umso größer wird sein Pflaster ,da baut die #cdu ein Märtyrerer auf.🤕",0
6970,"RAUS MIT DIESEN IRREN AUS DEM BUNDESTAG, sollen ihre Konfettischwulenparaden woanders feiern, am besten in Türkei bei Özdingens !",1
6971,"Die Bevölkerung Europas wird ""weggezüchtet"" werden, wie einst die Neandertaler und hirnlose ""Prolle"" merken`s nicht einmal 😂😂😂",1
6972,  Wo bleibt die Hetze gegen Marcon?,0
6973,_aus_Cux Du meinst zwitter und zwitter ist kein Geschlecht sondern eine Behinderung die man von geburt aus leider hat,1
6974," Frau Reschke, Vielfalt ist keine Einbahnstraße, deshalb würde Ihnen mehr Objektivität gut zu Gesicht stehen. 😜",0
6975, Vllt mach ich mir ein.vid me Account aber aufs geld verzicht ich will ja kein Jutuber werden sondern nur für meine Community videos produzieren,0
6976,"__Grind  _in_munich Nein, so sieht es nicht das Gesetz. Es gibt das Strafrecht und das Asylrecht. Straftäter sollten hier vor Gericht.",0
6977, Es gibt bei uns keine Pressefreiheit mehr. Wir sind eine Bananenrepublik wie Simbabwe!,1
6978,"    Ähm, lass mich in diesem Zusammenhang mal Jesus zitieren: ""Was zeigst du auf den Splitter in deines Bruders Auge, und siehst den Balken in deinem eigenen Auge nicht!?""",0
6979,  Warum kehren denn die schieße Türken nicht ins ihr Land zurück?,1
6980,_cocos      _oezdemir   Bei dem ist das reine Zeitverschwendung!!,0
6981, Man sollte diese Drecksbande für Vogelfrei erklären und zum Abschuss freigegeben!!!!,1
6982," _varietas  _tamwood  Steht da irgendwo das ich irgendwas befürworte, ich habe wie von euch gewünscht lediglich die derzeitige Situation der BRD geschildert",0
6983,_rienhoff man kann doch nicht gegen eine entscheidung der mitglieder sein. das ist #SPDerneuern,0
6984,Ich bin nach 1945 geboren folgedessen geht mir alles am Arsch vorbei was vor dieser Zeit geschehen ist. Ich fühle mich nicht schuldig und werde es auch niemals tun. Auch werde ich mir niemals eine Mitschuld einreden lassen nur weil ich Deutscher bin.,1
6985,Illegal eingereiste Invasoren müssen sofort abgeschoben werden. Und |LBR| die Klagen gegen Abschiebung sind lukrative Geschäfte für Anwälte.,1
6986,  Macht Pizza mit Schweinefleisch drauf....selektiert sich von alleine...!,0
6987, Eine Zeile aus dem Templer Codex. Lieber sterben als ohne Ehre Leben.,0
6988, Mal sehen...wenn ich jetzt schreiben würde mann soll Flüchtlinge würgen dann werde ich bestimmt gesperrt..?,1
6989,"  Der Herr hat ihn rechtzeitig zu sich gerufen, sonst wäre er abgedreht was zur Zeit im Buntland passiert.",1
6990," _HD Im Europäischen Parlament sitzen eh nur gescheiterte Landespolitiker,die kommen dann aus Langeweile auf so 🐖dumme Ideen!",1
6991,"Altmaier kann jetzt auch noch Finanzminister 😂😂😂 der kennt doch nur 1+1=Merkel, 7x7=Merkel usw. Eben ohne Rückgrat, wie ein Wasserbett 😂😂😂",1
6992,"Das Requiem für den verstorbenen Odilo Lechner OSB feiert Kardinal Marx am Donnerstag, 9. November, um 14 Uhr im Münchner Liebfrauendom.",0
6993,"Tragt zu den Kranken ein Licht, |LBR| sagt allen: Fürchtet euch nicht! |LBR| Gott hat euch lieb, Groß und Klein |LBR| Seht auf des Lichtes Schein.",0
6994, Also ich finde diese dicke Frau gut...sowas braucht die SPD denn mit ihrer Hilfe schaffen wir endlich die unter 15% Hürde... |LBR| 😃😃,1
6995,"_IIna _St Willkommen in 1933, die Geschichte wiederholt sich und wieder werden Tausende der Führerin zujubeln! Am Ende war es dann keiner!!!",1
6996,  Nur der Walensee ist schöner😀,0
6997, Düsseldorf ist nicht die einzige dumme Stadt...und mit dem Messerstecher habe ich mehr Mitleid als mit dem Möchtegernbürgermeister...!!,1
6998," Immer, immer, immer vergesse ich beim Asiaten zu sagen ""ohne Koriander"". *Fitzelrauspuhl*",0
6999,". wollte erst nicht regieren, jetzt ist  „stolz darauf“, Verantwortung zu übernehmen. Das verstehe, wer will. ",0
7000, Merkels Verhältnis zu Linksradikalen! |LBR| Arbeitgeber Merkel finanziert den organisieren Terror!!!,1
7001,"Diese ""Retter"" bringen illegale Einwanderer, die keine Chance |LBR| auf ein Bleiberecht in Europa haben, in großer Zahl nach Italien. |LBR| Das schadet",0
7002,"_MadBunny   _putin    _       _silve     @_macmike  _Franz Das ist genauso ein Spinner, wie der andere. Gestern setzt sich heute fort - oh mein Gott!",1
7003,_m_b Hast ja Recht. Erdogan und Merkel gehen mir beide mit ihrer Selbstherrlichkeit am Arsch vorbei. Egomanen sind beide,1
7004,"_M Wo denn z.B.? Wenn Sie schon keine eigenen Zahlen zu diesem Thema liefern können, dann doch bestimmt Quellen für diese Behauptung?",0
7005, Einen Eid verfolgt unsere Kanzlerin ganz bestimmt...doch welchen?,0
7006, Merkels Sprecher stellt sich in die Ecke und schämt sich .das wars dann wohl!,0
7007,Auf welchem Niveau findet die Kanzlerkandidatur statt? Ein 2 x sitzen Gebliebener |LBR| und Schulabbrecher soll die SPD zum Sieg führen? Niemals!,1
7008,"Tolle Mitgliederversammlung gestern Abend. U.a. haben wir beschlossen, dass Hamburg Pride e.V. sich um den EuroPride 2020 bewirbt.",0
7009,Jamaika Koalition klingt nicht nur lächerlich sondern sie ist es auch,0
7010,"   @_macmike  _ _putin       _silve      _Franz Der Typ hat sich mit etlichen hier angelegt, hat inhaltlich nichts zu bieten - nur Klugscheißern. Eigenes hat er auch nicht zu bieten - dafür reicht sein Intellekt nicht.",1
7011,#Globale #Klimaerwärmung kann nicht verhindert werden. |LBR| #Lokaler #Giftausstoß aus Kraftwerken und Industrieanlagen stoppen,0
7012,"Schulz, die gerechte Verteilung von Flüchtlingen wird es nie geben. |LBR| Sie wollen in die Sozialsysteme von A und D. Hör auf zu spinnen.",1
7013,"   _putin   _       _silve     @_macmike  _Franz Gott sind Sie bescheuert, darf ich Sie an meinen Follower Herrn Dr.Alessandro Meluzzi weitergeben, er ist Psychater und Kriminalist und schreibt zum Thema Ur-Logen und kann Ihnen auch den NSU Tatort analysieren.",1
